TransactionKey,TransactionID,DateKey,SenderAccountKey,ReceiverAccountKey,ChannelKey,CountryKey,Amount,SenderBalanceBefore,SenderBalanceAfter,IsSuspicious,SuspiciousRuleCode
338,TX0000338,2025-11-25,145,130,1,3,3762.55,48241.84,44479.29,0,
339,TX0000339,2025-01-04,9,20,2,1,18909.24,52353.2,33443.96,0,
340,TX0000340,2025-09-16,62,18,2,2,14172.67,14728.83,556.16,0,
341,TX0000341,2025-09-30,16,128,3,2,13219.76,14104.78,885.02,0,
342,TX0000342,2025-05-27,4,5,1,3,10635.41,24444.97,13809.56,0,
343,TX0000343,2025-03-18,114,48,1,1,2229.63,7135.69,4906.06,0,
344,TX0000344,2025-07-23,139,67,1,2,16322.77,29762.27,13439.5,0,
345,TX0000345,2025-04-26,107,121,2,3,11343.54,60856.17,49512.63,0,
346,TX0000346,2025-10-10,21,9,2,1,1960.66,20985.93,19025.27,0,
347,TX0000347,2025-11-27,3,46,2,3,1745.45,44027.41,42281.96,0,
348,TX0000348,2025-12-21,25,140,3,2,18391.13,29956.48,11565.35,0,
349,TX0000349,2025-05-24,73,12,3,3,18490.77,52743.76,34252.99,0,
350,TX0000350,2025-04-17,9,48,3,1,18582.45,34375.24,15792.79,0,
351,TX0000351,2025-10-18,105,20,2,3,6055.61,34297.12,28241.51,0,
352,TX0000352,2025-12-19,144,88,3,1,7738.54,44751.82,37013.28,0,
353,TX0000353,2025-02-08,133,92,2,3,1168.56,23079.26,21910.7,0,
354,TX0000354,2025-08-19,105,87,2,1,689.55,14428.57,13739.02,0,
355,TX0000355,2025-12-15,95,147,3,3,18828.74,40477.95,21649.21,0,
356,TX0000356,2025-05-07,101,22,3,1,15466.13,30305.57,14839.44,0,
357,TX0000357,2025-11-21,22,72,1,3,3169.0,38781.69,35612.69,0,
358,TX0000358,2025-06-07,103,85,2,2,7277.93,11944.8,4666.87,0,
359,TX0000359,2025-08-18,73,27,3,3,2736.89,12187.74,9450.85,0,
360,TX0000360,2025-10-11,136,108,1,3,2155.53,6727.51,4571.98,0,
361,TX0000361,2025-02-13,87,102,3,3,345.58,21094.7,20749.12,0,
362,TX0000362,2025-03-13,65,138,2,2,3474.7,22573.23,19098.53,0,
363,TX0000363,2025-05-22,72,131,2,2,3004.1,11447.75,8443.65,0,
364,TX0000364,2025-11-17,128,20,2,3,7286.39,54503.08,47216.69,0,
365,TX0000365,2025-07-22,53,121,2,3,2228.75,17531.18,15302.43,0,
366,TX0000366,2025-11-30,101,88,3,1,8860.44,30448.19,21587.75,0,
367,TX0000367,2025-09-03,80,86,2,1,12103.9,46898.99,34795.09,0,
368,TX0000368,2025-09-09,105,85,3,1,5899.82,40678.21,34778.39,0,
369,TX0000369,2025-07-06,87,100,1,3,5677.97,44992.71,39314.74,0,
370,TX0000370,2025-01-14,54,145,3,2,3680.55,42084.68,38404.13,0,
371,TX0000371,2025-02-05,56,116,2,3,15973.94,57554.9,41580.96,0,
372,TX0000372,2025-12-04,132,37,1,3,12703.39,24880.25,12176.86,0,
373,TX0000373,2025-09-03,112,100,3,2,1571.91,51107.87,49535.96,0,
374,TX0000374,2025-08-03,142,134,3,1,18477.57,61972.29,43494.72,0,
375,TX0000375,2025-02-25,96,143,1,3,11917.02,57645.64,45728.62,0,
376,TX0000376,2025-11-27,94,45,3,3,12975.3,15285.71,2310.41,0,
377,TX0000377,2025-01-06,106,88,1,2,19317.76,40897.49,21579.73,0,
378,TX0000378,2025-12-19,59,135,3,1,14962.38,42906.25,27943.87,0,
379,TX0000379,2025-10-29,118,99,3,3,7883.57,46523.45,38639.88,0,
380,TX0000380,2025-06-01,40,92,2,1,19954.28,44144.56,24190.28,0,
381,TX0000381,2025-04-16,30,38,3,2,7031.74,24250.77,17219.03,0,
382,TX0000382,2025-08-20,93,126,2,1,2042.7,38170.2,36127.5,0,
383,TX0000383,2025-06-25,80,12,3,1,16222.7,22065.45,5842.75,0,
384,TX0000384,2025-06-19,45,65,3,2,10368.28,38008.6,27640.32,0,
385,TX0000385,2025-04-06,123,62,3,3,15975.34,47500.38,31525.04,0,
386,TX0000386,2025-04-12,114,105,2,3,680.93,31424.87,30743.94,0,
387,TX0000387,2025-05-23,113,103,3,1,188.56,11006.89,10818.33,0,
388,TX0000388,2025-08-23,27,143,1,2,3820.5,20187.15,16366.65,0,
389,TX0000389,2025-07-18,130,140,3,2,19321.74,35060.61,15738.87,0,
390,TX0000390,2025-03-30,30,93,3,3,7104.5,30051.74,22947.24,0,
391,TX0000391,2025-05-03,80,22,2,1,13474.99,29202.96,15727.97,0,
392,TX0000392,2025-08-03,49,99,3,1,13899.39,39489.55,25590.16,0,
393,TX0000393,2025-12-22,102,112,3,1,3796.5,35608.03,31811.53,0,
394,TX0000394,2025-06-11,148,45,2,3,9843.88,16944.68,7100.8,0,
395,TX0000395,2025-04-10,14,95,2,3,19041.65,43323.64,24281.99,0,
396,TX0000396,2025-12-30,134,131,2,2,8241.77,32878.89,24637.12,0,
397,TX0000397,2025-04-23,45,22,2,1,11351.42,51165.88,39814.46,0,
398,TX0000398,2025-08-23,74,60,3,3,10798.41,19292.04,8493.63,0,
399,TX0000399,2025-05-18,131,146,3,2,10265.04,38943.47,28678.43,0,
400,TX0000400,2025-04-22,144,11,2,1,15224.08,37348.27,22124.19,0,
401,TX0000401,2025-05-15,66,80,2,1,17508.72,19217.02,1708.3,0,
402,TX0000402,2025-10-29,116,31,3,2,15535.07,27458.68,11923.61,0,
403,TX0000403,2025-04-16,113,45,1,3,12361.41,51625.39,39263.98,0,
404,TX0000404,2025-06-15,93,142,3,2,5693.59,32678.14,26984.55,0,
405,TX0000405,2025-12-14,78,72,1,1,19052.71,44822.02,25769.31,0,
406,TX0000406,2025-03-06,109,16,3,1,19850.48,63216.15,43365.67,0,
407,TX0000407,2025-12-13,66,39,2,2,14256.76,55698.0,41441.24,0,
408,TX0000408,2025-02-08,38,72,3,1,12593.48,31414.58,18821.1,0,
409,TX0000409,2025-07-08,107,136,2,2,15021.07,49786.78,34765.71,0,
410,TX0000410,2025-02-17,87,1,3,2,17391.26,59764.91,42373.65,0,
411,TX0000411,2025-08-08,95,17,1,2,15933.99,35880.01,19946.02,0,
412,TX0000412,2025-10-23,72,86,1,3,16584.04,33538.02,16953.98,0,
413,TX0000413,2025-01-24,129,91,1,3,17893.68,56030.16,38136.48,0,
414,TX0000414,2025-08-14,121,5,2,1,2572.32,45469.13,42896.81,0,
415,TX0000415,2025-11-29,113,54,2,1,19914.31,65393.73,45479.42,0,
416,TX0000416,2025-07-10,74,24,3,3,13126.3,25720.72,12594.42,0,
417,TX0000417,2025-12-25,45,14,1,2,7987.2,23332.11,15344.91,0,
418,TX0000418,2025-03-09,24,25,3,1,121.62,24014.27,23892.65,0,
419,TX0000419,2025-03-03,137,117,2,3,284.81,35095.11,34810.3,0,
420,TX0000420,2025-02-22,35,127,1,2,1509.48,20724.67,19215.19,0,
421,TX0000421,2025-03-10,98,80,3,3,2828.87,41524.55,38695.68,0,
422,TX0000422,2025-11-29,38,18,1,2,10657.11,11180.0,522.89,0,
423,TX0000423,2025-07-30,93,57,3,3,12598.79,20252.36,7653.57,0,
424,TX0000424,2025-03-05,117,58,3,3,1825.09,6938.3,5113.21,0,
425,TX0000425,2025-03-13,102,93,1,2,19268.65,35062.38,15793.73,0,
426,TX0000426,2025-11-08,22,66,2,3,11112.59,41152.98,30040.39,0,
427,TX0000427,2025-04-07,7,81,3,2,4188.37,34574.02,30385.65,0,
428,TX0000428,2025-05-03,79,14,2,2,15697.65,55407.17,39709.52,0,
429,TX0000429,2025-09-28,29,64,1,2,10041.69,39778.79,29737.1,0,
430,TX0000430,2025-08-04,85,35,2,3,7798.08,49762.85,41964.77,0,
431,TX0000431,2025-01-09,47,125,3,1,19093.61,57634.93,38541.32,0,
432,TX0000432,2025-07-23,4,71,3,2,4393.28,50529.99,46136.71,0,
433,TX0000433,2025-11-24,133,110,3,3,8529.15,28702.79,20173.64,0,
434,TX0000434,2025-04-15,41,75,1,3,1763.58,5806.76,4043.18,0,
435,TX0000435,2025-11-29,87,104,3,3,11770.1,49954.98,38184.88,0,
436,TX0000436,2025-05-03,17,83,1,1,14003.65,50528.57,36524.92,0,
437,TX0000437,2025-01-29,23,115,2,3,2408.13,33061.74,30653.61,0,
438,TX0000438,2025-01-06,47,31,1,2,352.03,7298.9,6946.87,0,
439,TX0000439,2025-05-13,92,138,1,2,10392.73,51535.82,41143.09,0,
440,TX0000440,2025-01-16,34,72,2,2,14685.42,20676.45,5991.03,0,
441,TX0000441,2025-10-23,73,139,3,1,1371.05,37015.98,35644.93,0,
442,TX0000442,2025-10-18,132,120,1,2,10264.56,13130.97,2866.41,0,
443,TX0000443,2025-12-12,42,69,3,1,15489.25,60213.24,44723.99,0,
444,TX0000444,2025-01-07,61,135,1,1,151.11,43099.69,42948.58,0,
445,TX0000445,2025-01-19,125,97,3,3,7721.29,15310.51,7589.22,0,
446,TX0000446,2025-06-13,111,60,2,1,6503.86,27375.06,20871.2,0,
447,TX0000447,2025-04-02,99,31,1,3,10090.61,55197.47,45106.86,0,
448,TX0000448,2025-05-25,12,106,2,2,1471.64,24779.84,23308.2,0,
449,TX0000449,2025-05-30,23,147,3,2,9189.25,27698.33,18509.08,0,
450,TX0000450,2025-04-11,65,123,3,3,7428.65,56024.35,48595.7,0,
451,TX0000451,2025-04-30,65,40,3,2,226.92,20787.72,20560.8,0,
452,TX0000452,2025-06-07,3,89,1,1,129.09,33028.55,32899.46,0,
453,TX0000453,2025-03-14,140,63,3,2,8454.34,56517.47,48063.13,0,
454,TX0000454,2025-09-24,24,12,2,3,18433.36,63308.0,44874.64,0,
455,TX0000455,2025-02-18,99,121,3,1,19493.64,23830.27,4336.63,0,
456,TX0000456,2025-12-06,104,20,1,1,11878.73,15086.64,3207.91,0,
457,TX0000457,2025-07-21,78,70,3,3,17033.18,63342.67,46309.49,0,
458,TX0000458,2025-04-14,87,85,1,3,9109.88,20867.08,11757.2,0,
459,TX0000459,2025-06-10,28,41,2,1,2202.59,24735.97,22533.38,0,
460,TX0000460,2025-06-07,143,95,2,2,19296.23,29757.28,10461.05,0,
461,TX0000461,2025-12-27,31,24,3,3,3236.55,37570.69,34334.14,0,
462,TX0000462,2025-02-16,11,58,3,1,16734.9,33191.8,16456.9,0,
463,TX0000463,2025-05-14,95,105,1,1,10317.85,44209.3,33891.45,0,
464,TX0000464,2025-02-18,107,119,2,1,11163.48,38714.51,27551.03,0,
465,TX0000465,2025-04-24,37,32,1,1,337.94,41873.52,41535.58,0,
466,TX0000466,2025-02-13,106,99,3,3,13757.08,60642.07,46884.99,0,
467,TX0000467,2025-11-27,70,20,2,1,533.82,3850.97,3317.15,0,
468,TX0000468,2025-01-26,24,88,1,3,2538.3,49658.1,47119.8,0,
469,TX0000469,2025-08-07,114,105,1,2,9972.92,29171.12,19198.2,0,
470,TX0000470,2025-03-18,57,50,1,3,5572.14,27928.11,22355.97,0,
471,TX0000471,2025-09-03,65,79,1,1,10027.94,54178.59,44150.65,0,
472,TX0000472,2025-09-27,75,102,1,3,2831.0,12883.94,10052.94,0,
473,TX0000473,2025-07-03,145,5,2,3,19789.13,58906.73,39117.6,0,
474,TX0000474,2025-07-18,129,92,2,1,18262.27,43431.69,25169.42,0,
475,TX0000475,2025-05-24,7,85,1,2,11982.62,13544.86,1562.24,0,
476,TX0000476,2025-03-23,140,95,1,1,15360.16,65340.49,49980.33,0,
477,TX0000477,2025-01-29,64,72,1,3,10720.42,50303.16,39582.74,0,
478,TX0000478,2025-03-30,103,94,1,1,18710.6,68288.54,49577.94,0,
479,TX0000479,2025-12-25,85,95,2,3,18288.2,19795.71,1507.51,0,
480,TX0000480,2025-09-10,150,38,3,2,11305.87,20798.73,9492.86,0,
481,TX0000481,2025-11-05,47,130,1,1,855.48,3758.26,2902.78,0,
482,TX0000482,2025-04-14,139,127,1,2,113.6,46016.62,45903.02,0,
483,TX0000483,2025-12-27,48,86,1,1,1285.16,8755.99,7470.83,0,
484,TX0000484,2025-12-06,139,97,2,3,19215.12,37957.3,18742.18,0,
485,TX0000485,2025-03-22,26,90,3,2,6105.13,13014.07,6908.94,0,
486,TX0000486,2025-12-22,129,85,3,2,3566.63,52006.9,48440.27,0,
487,TX0000487,2025-05-31,60,47,1,1,7629.84,44356.19,36726.35,0,
488,TX0000488,2025-10-18,1,104,1,1,17030.06,55594.5,38564.44,0,
489,TX0000489,2025-09-12,85,59,1,2,12828.97,18124.07,5295.1,0,
490,TX0000490,2025-11-22,20,63,1,3,7001.52,23045.5,16043.98,0,
491,TX0000491,2025-12-21,89,118,1,2,326.77,10890.02,10563.25,0,
492,TX0000492,2025-08-13,69,28,3,2,14436.23,16938.79,2502.56,0,
493,TX0000493,2025-10-07,45,109,2,1,9912.33,28910.09,18997.76,0,
494,TX0000494,2025-01-18,127,60,2,1,3336.86,7114.96,3778.1,0,
495,TX0000495,2025-03-29,85,70,2,1,19038.08,22840.68,3802.6,0,
496,TX0000496,2025-06-23,20,146,3,3,18842.5,67746.77,48904.27,0,
497,TX0000497,2025-11-07,128,8,2,1,8683.33,41399.73,32716.4,0,
498,TX0000498,2025-07-29,14,26,3,3,6688.78,55411.26,48722.48,0,
499,TX0000499,2025-02-19,144,71,1,2,13245.9,28186.19,14940.29,0,
500,TX0000500,2025-08-07,146,130,1,2,3156.44,21261.8,18105.36,0,
501,TX0000501,2025-11-23,127,54,2,1,2030.04,12456.99,10426.95,0,
502,TX0000502,2025-09-08,126,30,3,2,6236.23,26169.85,19933.62,0,
503,TX0000503,2025-07-15,24,145,2,1,7811.79,26425.71,18613.92,0,
504,TX0000504,2025-04-26,118,12,2,3,5339.59,28645.98,23306.39,0,
505,TX0000505,2025-02-13,16,40,3,2,15069.48,48476.16,33406.68,0,
506,TX0000506,2025-10-11,144,109,1,2,19417.04,48944.39,29527.35,0,
507,TX0000507,2025-09-01,138,111,3,1,19315.99,53700.68,34384.69,0,
508,TX0000508,2025-01-18,126,80,3,3,1671.21,46819.79,45148.58,0,
509,TX0000509,2025-03-30,137,39,1,1,2493.61,40377.33,37883.72,0,
510,TX0000510,2025-12-16,52,34,2,1,949.25,4959.84,4010.59,0,
511,TX0000511,2025-02-04,39,70,1,2,6463.01,42845.45,36382.44,0,
512,TX0000512,2025-09-24,148,105,2,1,11085.88,53931.43,42845.55,0,
513,TX0000513,2025-10-18,138,111,3,3,2339.12,9906.27,7567.15,0,
514,TX0000514,2025-05-27,26,28,3,2,11297.41,16436.83,5139.42,0,
515,TX0000515,2025-11-08,109,71,2,1,7722.57,32053.25,24330.68,0,
516,TX0000516,2025-12-15,47,74,3,2,8119.18,39069.58,30950.4,0,
517,TX0000517,2025-05-02,10,105,1,3,17802.53,34444.08,16641.55,0,
518,TX0000518,2025-06-05,126,72,2,2,17950.92,19060.54,1109.62,0,
519,TX0000519,2025-06-03,130,26,3,2,19452.68,30927.75,11475.07,0,
520,TX0000520,2025-02-15,86,72,1,2,14603.11,44891.57,30288.46,0,
521,TX0000521,2025-07-11,57,108,1,3,14844.8,52843.52,37998.72,0,
522,TX0000522,2025-03-11,42,17,3,3,6291.35,31680.43,25389.08,0,
523,TX0000523,2025-01-30,8,47,1,1,3935.99,45599.19,41663.2,0,
524,TX0000524,2025-05-21,120,13,2,2,18368.82,53630.05,35261.23,0,
525,TX0000525,2025-01-16,134,105,1,2,12744.66,19025.92,6281.26,0,
526,TX0000526,2025-10-28,130,118,3,2,3633.92,47170.91,43536.99,0,
527,TX0000527,2025-12-19,92,44,1,2,16769.31,29776.44,13007.13,0,
528,TX0000528,2025-04-20,8,102,1,3,1088.06,43793.74,42705.68,0,
529,TX0000529,2025-01-11,60,55,3,1,5454.76,25989.17,20534.41,0,
530,TX0000530,2025-01-05,126,35,1,2,12982.69,43079.67,30096.98,0,
531,TX0000531,2025-06-28,82,74,2,2,8533.76,27419.89,18886.13,0,
532,TX0000532,2025-11-16,58,124,2,3,6112.69,32192.52,26079.83,0,
533,TX0000533,2025-07-11,27,2,3,3,10279.12,43430.66,33151.54,0,
534,TX0000534,2025-06-22,76,80,2,3,13719.82,37858.57,24138.75,0,
535,TX0000535,2025-11-30,87,74,2,1,5296.82,40880.4,35583.58,0,
536,TX0000536,2025-11-04,40,137,2,3,15332.94,60327.32,44994.38,0,
537,TX0000537,2025-06-01,85,37,2,2,14453.54,47258.03,32804.49,0,
538,TX0000538,2025-10-20,107,103,1,2,14760.97,43953.85,29192.88,0,
539,TX0000539,2025-12-10,59,142,2,3,12802.44,36641.63,23839.19,0,
540,TX0000540,2025-04-03,80,46,2,1,16828.71,60665.8,43837.09,0,
541,TX0000541,2025-10-14,125,34,1,3,14844.29,51131.1,36286.81,0,
542,TX0000542,2025-06-07,89,23,2,2,4522.84,15766.9,11244.06,0,
543,TX0000543,2025-03-02,99,70,2,1,11752.86,34994.52,23241.66,0,
544,TX0000544,2025-12-15,19,125,2,3,17799.58,42873.4,25073.82,0,
545,TX0000545,2025-03-12,80,109,1,2,1175.83,43902.39,42726.56,0,
546,TX0000546,2025-04-03,108,121,1,2,2950.16,46083.62,43133.46,0,
547,TX0000547,2025-08-20,89,48,2,1,6336.94,9331.82,2994.88,0,
548,TX0000548,2025-02-15,46,42,1,3,9842.58,48044.68,38202.1,0,
549,TX0000549,2025-07-16,115,113,1,1,8127.53,56397.39,48269.86,0,
550,TX0000550,2025-06-14,142,54,3,1,14640.12,62148.54,47508.42,0,
551,TX0000551,2025-12-22,5,2,2,2,12571.07,25087.34,12516.27,0,
552,TX0000552,2025-03-27,35,27,1,1,7732.65,37207.32,29474.67,0,
553,TX0000553,2025-09-26,80,78,2,2,9172.93,35235.32,26062.39,0,
554,TX0000554,2025-04-07,36,91,1,2,19923.16,44483.08,24559.92,0,
555,TX0000555,2025-04-19,5,61,3,1,4564.0,53809.49,49245.49,0,
556,TX0000556,2025-01-20,134,46,2,3,2550.92,38135.31,35584.39,0,
557,TX0000557,2025-01-25,69,142,3,1,12500.38,42237.19,29736.81,0,
558,TX0000558,2025-07-14,6,13,1,3,13826.02,34723.12,20897.1,0,
559,TX0000559,2025-12-18,67,126,3,1,14067.18,24421.38,10354.2,0,
560,TX0000560,2025-05-19,81,111,3,3,13267.13,46425.03,33157.9,0,
561,TX0000561,2025-11-13,37,111,1,2,16629.99,21965.21,5335.22,0,
562,TX0000562,2025-05-15,30,28,3,1,10005.01,40494.2,30489.19,0,
563,TX0000563,2025-09-12,95,108,1,3,5977.49,8043.83,2066.34,0,
564,TX0000564,2025-02-15,128,88,1,3,4766.65,5502.85,736.2,0,
565,TX0000565,2025-02-08,131,40,3,3,18993.98,57992.34,38998.36,0,
566,TX0000566,2025-06-01,26,69,2,2,12922.3,35814.19,22891.89,0,
567,TX0000567,2025-05-29,13,26,2,3,16282.25,60001.86,43719.61,0,
568,TX0000568,2025-01-24,84,113,1,1,14796.95,19637.37,4840.42,0,
569,TX0000569,2025-11-15,46,88,2,3,7214.8,29156.75,21941.95,0,
570,TX0000570,2025-07-25,24,99,2,2,16317.79,25542.97,9225.18,0,
571,TX0000571,2025-08-04,73,102,3,1,13829.06,37793.49,23964.43,0,
572,TX0000572,2025-03-23,29,35,1,2,13953.78,16980.24,3026.46,0,
573,TX0000573,2025-07-03,128,116,3,1,3707.09,22756.65,19049.56,0,
574,TX0000574,2025-07-30,35,128,2,1,18415.92,24151.5,5735.58,0,
575,TX0000575,2025-12-14,17,70,3,3,13133.97,13850.74,716.77,0,
576,TX0000576,2025-06-23,150,60,3,3,19560.12,53085.35,33525.23,0,
577,TX0000577,2025-06-27,25,114,3,3,13268.09,25772.08,12503.99,0,
578,TX0000578,2025-11-10,102,40,1,1,16796.76,44758.14,27961.38,0,
579,TX0000579,2025-03-26,42,134,1,2,16992.03,59600.4,42608.37,0,
580,TX0000580,2025-09-17,86,64,1,3,6684.81,20664.85,13980.04,0,
581,TX0000581,2025-08-16,100,107,3,2,16360.36,20394.01,4033.65,0,
582,TX0000582,2025-09-12,23,132,3,3,8996.66,15020.13,6023.47,0,
583,TX0000583,2025-10-09,5,27,1,1,8128.45,10016.46,1888.01,0,
584,TX0000584,2025-08-22,81,135,2,2,11290.42,44054.76,32764.34,0,
585,TX0000585,2025-11-14,14,60,3,2,16901.92,33567.35,16665.43,0,
586,TX0000586,2025-04-24,97,119,1,2,2369.06,40359.13,37990.07,0,
587,TX0000587,2025-02-24,94,78,1,1,10999.04,29756.17,18757.13,0,
588,TX0000588,2025-07-29,131,37,1,2,16454.59,53605.88,37151.29,0,
589,TX0000589,2025-04-21,53,51,2,1,2502.84,45127.34,42624.5,0,
590,TX0000590,2025-11-21,90,28,3,3,15167.27,17587.64,2420.37,0,
591,TX0000591,2025-09-16,32,119,1,2,9202.02,38708.9,29506.88,0,
592,TX0000592,2025-08-10,2,140,3,2,14750.66,42456.65,27705.99,0,
593,TX0000593,2025-03-07,135,48,1,2,13867.17,22632.32,8765.15,0,
594,TX0000594,2025-11-08,86,134,3,1,17639.67,38631.04,20991.37,0,
595,TX0000595,2025-08-20,74,105,1,1,19275.51,67803.04,48527.53,0,
596,TX0000596,2025-06-10,109,136,3,3,6048.37,41152.94,35104.57,0,
597,TX0000597,2025-05-29,147,58,3,2,4097.69,35343.65,31245.96,0,
598,TX0000598,2025-06-15,35,48,3,1,10127.48,44873.65,34746.17,0,
599,TX0000599,2025-12-08,94,149,3,2,9659.36,38234.21,28574.85,0,
600,TX0000600,2025-01-07,142,77,3,1,17561.8,38738.88,21177.08,0,
601,TX0000601,2025-04-13,7,101,2,1,2992.0,36537.68,33545.68,0,
602,TX0000602,2025-06-01,77,67,1,3,3013.92,6209.36,3195.44,0,
603,TX0000603,2025-12-12,9,95,3,3,16299.12,21512.87,5213.75,0,
604,TX0000604,2025-12-23,60,149,2,3,7838.84,33433.86,25595.02,0,
605,TX0000605,2025-12-17,13,101,2,3,7812.34,55651.77,47839.43,0,
606,TX0000606,2025-08-15,14,4,1,3,14899.03,25133.08,10234.05,0,
607,TX0000607,2025-04-10,98,145,2,2,14795.16,24698.97,9903.81,0,
608,TX0000608,2025-09-21,48,20,1,2,3820.83,12593.21,8772.38,0,
609,TX0000609,2025-03-24,11,113,3,2,5654.33,18939.89,13285.56,0,
610,TX0000610,2025-01-21,2,88,1,2,9379.99,56260.96,46880.97,0,
611,TX0000611,2025-07-03,14,81,1,3,9861.96,38538.54,28676.58,0,
612,TX0000612,2025-02-04,85,139,3,1,4477.24,13752.31,9275.07,0,
613,TX0000613,2025-04-24,110,145,1,3,10787.02,15475.1,4688.08,0,
614,TX0000614,2025-11-13,88,96,3,2,5942.13,53462.51,47520.38,0,
615,TX0000615,2025-05-04,149,3,3,3,2382.97,19748.73,17365.76,0,
616,TX0000616,2025-02-28,65,11,2,2,13682.77,29797.53,16114.76,0,
617,TX0000617,2025-07-11,144,76,3,3,591.64,26483.34,25891.7,0,
618,TX0000618,2025-04-09,118,129,2,3,972.65,45896.9,44924.25,0,
619,TX0000619,2025-10-03,22,25,3,1,3431.16,51249.34,47818.18,0,
620,TX0000620,2025-12-17,17,56,2,1,13439.67,52141.43,38701.76,0,
621,TX0000621,2025-08-11,55,143,3,1,16592.1,60536.1,43944.0,0,
622,TX0000622,2025-02-14,41,7,1,1,9238.58,25891.18,16652.6,0,
623,TX0000623,2025-04-27,48,67,2,2,11205.88,39996.5,28790.62,0,
624,TX0000624,2025-01-09,103,119,2,3,12641.32,34349.27,21707.95,0,
625,TX0000625,2025-02-02,31,142,3,3,217.39,36259.65,36042.26,0,
626,TX0000626,2025-05-29,12,19,3,2,7218.23,32409.79,25191.56,0,
627,TX0000627,2025-07-22,23,76,3,1,15328.96,37269.0,21940.04,0,
628,TX0000628,2025-07-20,126,42,3,2,10716.01,17621.44,6905.43,0,
629,TX0000629,2025-11-28,38,80,2,1,13578.05,59295.08,45717.03,0,
630,TX0000630,2025-10-21,147,148,3,2,2913.34,5097.82,2184.48,0,
631,TX0000631,2025-06-26,143,146,1,2,18944.89,34248.98,15304.09,0,
632,TX0000632,2025-05-10,136,38,1,1,3302.99,14420.31,11117.32,0,
633,TX0000633,2025-10-09,49,14,2,3,17042.62,63667.88,46625.26,0,
634,TX0000634,2025-02-20,146,19,1,3,5883.99,9345.39,3461.4,0,
635,TX0000635,2025-05-01,129,88,1,2,7207.05,40804.7,33597.65,0,
636,TX0000636,2025-11-12,18,52,3,2,6423.94,29011.17,22587.23,0,
637,TX0000637,2025-08-08,41,150,1,1,11380.55,51784.77,40404.22,0,
638,TX0000638,2025-11-25,84,66,2,2,15734.64,51373.38,35638.74,0,
639,TX0000639,2025-09-03,96,36,2,2,13623.65,30268.64,16644.99,0,
640,TX0000640,2025-11-27,95,82,3,1,9790.73,15321.48,5530.75,0,
641,TX0000641,2025-11-17,75,37,1,3,17836.81,27738.76,9901.95,0,
642,TX0000642,2025-10-25,20,5,3,2,17006.79,48624.95,31618.16,0,
643,TX0000643,2025-10-04,57,10,2,3,11076.72,38295.84,27219.12,0,
644,TX0000644,2025-10-29,40,97,3,2,7910.72,52493.45,44582.73,0,
645,TX0000645,2025-07-06,36,123,3,1,10072.35,14691.0,4618.65,0,
646,TX0000646,2025-03-23,64,45,1,3,15168.4,22272.9,7104.5,0,
647,TX0000647,2025-07-03,150,39,1,1,14744.8,38971.62,24226.82,0,
648,TX0000648,2025-01-22,129,62,3,1,1350.94,19885.76,18534.82,0,
649,TX0000649,2025-01-24,137,96,1,3,7823.05,53726.36,45903.31,0,
650,TX0000650,2025-05-21,86,27,3,2,14104.35,40220.86,26116.51,0,
651,TX0000651,2025-10-28,145,47,3,1,7595.53,26583.6,18988.07,0,
652,TX0000652,2025-09-22,137,67,2,2,7588.94,52960.34,45371.4,0,
653,TX0000653,2025-01-04,92,129,3,1,15873.88,60243.76,44369.88,0,
654,TX0000654,2025-05-24,116,45,1,1,4676.82,30452.43,25775.61,0,
655,TX0000655,2025-03-02,50,42,3,1,7308.24,43201.65,35893.41,0,
656,TX0000656,2025-09-03,110,88,2,1,14433.09,38560.77,24127.68,0,
657,TX0000657,2025-10-21,44,109,3,1,546.68,2799.58,2252.9,0,
658,TX0000658,2025-01-29,36,136,1,2,879.9,29536.14,28656.24,0,
659,TX0000659,2025-10-16,49,137,3,1,19168.94,49176.88,30007.94,0,
660,TX0000660,2025-08-30,76,22,2,1,4410.21,34775.85,30365.64,0,
661,TX0000661,2025-04-04,59,109,3,3,12056.69,51808.03,39751.34,0,
662,TX0000662,2025-08-21,135,71,3,3,3437.66,37748.66,34311.0,0,
663,TX0000663,2025-01-09,18,61,1,3,7626.41,14323.85,6697.44,0,
664,TX0000664,2025-04-01,134,111,2,3,16547.63,46862.63,30315.0,0,
665,TX0000665,2025-09-04,10,142,3,1,10116.25,16080.32,5964.07,0,
666,TX0000666,2025-11-29,144,1,2,3,17949.68,56715.71,38766.03,0,
667,TX0000667,2025-08-08,111,98,1,2,17509.0,52421.38,34912.38,0,
668,TX0000668,2025-12-23,101,93,3,1,11822.06,48917.62,37095.56,0,
669,TX0000669,2025-02-12,112,36,2,3,5164.91,43481.27,38316.36,0,
670,TX0000670,2025-01-04,145,108,3,3,5230.32,5603.25,372.93,0,
671,TX0000671,2025-12-19,31,138,2,2,243.16,33005.01,32761.85,0,
672,TX0000672,2025-05-10,96,28,2,3,3180.09,35793.73,32613.64,0,
673,TX0000673,2025-12-15,112,150,2,1,7376.32,21226.79,13850.47,0,
674,TX0000674,2025-07-09,109,147,3,3,15697.39,39872.53,24175.14,0,
675,TX0000675,2025-12-28,128,67,2,3,19771.31,48696.1,28924.79,0,
676,TX0000676,2025-12-25,37,31,1,1,14981.5,37366.58,22385.08,0,
